c,r,n,r2,m
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1166"",id: ""1166"",value: ""'46 e. 29th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1165"",id: ""1165"",value: ""' 1030 3rd ave. at 61st st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/838 -4343"",name: ""` matthew \ 's '"",cuisine: ""american"",label: ""a306"",id: ""306""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1165"",id: ""1165"",value: ""' 1030 3rd ave. at 61st st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1165"",id: ""1165"",value: ""' 1030 3rd ave. at 61st st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1164"",id: ""1164"",value: ""' 160 mercer st. between houston and prince sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/906 -9173"",name: ""match"",cuisine: ""american"",id: ""305"",label: ""a305""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1164"",id: ""1164"",value: ""' 160 mercer st. between houston and prince sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1164"",id: ""1164"",value: ""' 160 mercer st. between houston and prince sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1163"",id: ""1163"",value: ""'15 e. 12th st. between 5th ave. and university pl . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/229 -9313"",name: ""` marquet patisserie '"",cuisine: ""` coffee bar '"",label: ""a304"",id: ""304""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1163"",id: ""1163"",value: ""'15 e. 12th st. between 5th ave. and university pl . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1163"",id: ""1163"",value: ""'15 e. 12th st. between 5th ave. and university pl . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1162"",id: ""1162"",value: ""' 342 e. 46th st. between 1st and 2nd aves . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/370 -1866"",name: ""marichu"",cuisine: ""french"",label: ""a303"",id: ""303""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1162"",id: ""1162"",value: ""' 342 e. 46th st. between 1st and 2nd aves . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1162"",id: ""1162"",value: ""' 342 e. 46th st. between 1st and 2nd aves . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1161"",id: ""1161"",value: ""' 325 e. 14th st. between 1st and 2nd aves . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/777 -6314"",name: ""` manila garden '"",cuisine: ""asian"",label: ""a302"",id: ""302""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1161"",id: ""1161"",value: ""' 325 e. 14th st. between 1st and 2nd aves . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1161"",id: ""1161"",value: ""' 325 e. 14th st. between 1st and 2nd aves . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1160"",id: ""1160"",value: ""' 1161 1st ave. between 63rd and 64th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/888 -6556"",name: ""` manhattan cafe '"",cuisine: ""american"",label: ""a301"",id: ""301""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1160"",id: ""1160"",value: ""' 1161 1st ave. between 63rd and 64th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1160"",id: ""1160"",value: ""' 1161 1st ave. between 63rd and 64th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1159"",id: ""1159"",value: ""' 800 9th ave. at 53rd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/956 -3976"",name: ""` mangia e bevi '"",cuisine: ""italian"",label: ""a300"",id: ""300""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1159"",id: ""1159"",value: ""' 800 9th ave. at 53rd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1159"",id: ""1159"",value: ""' 800 9th ave. at 53rd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1158"",id: ""1158"",value: ""' 446 columbus ave. between 81st and 82nd sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/873 -5025"",name: ""` main street '"",cuisine: ""american"",label: ""a299"",id: ""299""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1158"",id: ""1158"",value: ""' 446 columbus ave. between 81st and 82nd sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1158"",id: ""1158"",value: ""' 446 columbus ave. between 81st and 82nd sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1157"",id: ""1157"",value: ""' 2182 broadway between 77th and 78th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/787 -0202"",name: ""` mad fish '"",cuisine: ""seafood"",label: ""a298"",id: ""298""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1157"",id: ""1157"",value: ""' 2182 broadway between 77th and 78th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1157"",id: ""1157"",value: ""' 2182 broadway between 77th and 78th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1156"",id: ""1156"",value: ""'59 grand st. between wooster st. and w. broadway '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/941 -0479"",name: ""` lucky strike '"",cuisine: ""` or 212/941 -0772 american '"",label: ""a297"",id: ""297""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1156"",id: ""1156"",value: ""'59 grand st. between wooster st. and w. broadway '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1156"",id: ""1156"",value: ""'59 grand st. between wooster st. and w. broadway '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1155"",id: ""1155"",value: ""'30 west 22nd st. between 5th and 6th ave. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/675 -6700"",name: ""lola"",cuisine: ""american"",id: ""296"",label: ""a296""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1155"",id: ""1155"",value: ""'30 west 22nd st. between 5th and 6th ave. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1155"",id: ""1155"",value: ""'30 west 22nd st. between 5th and 6th ave. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1154"",id: ""1154"",value: ""'51 w. 64th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/721 -8271"",name: ""` lincoln tavern '"",cuisine: ""american"",label: ""a295"",id: ""295""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1154"",id: ""1154"",value: ""'51 w. 64th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1154"",id: ""1154"",value: ""'51 w. 64th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1153"",id: ""1153"",value: ""' 411 park ave. s between 28th and 29th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/679 -4111"",name: ""` les halles '"",cuisine: ""french"",label: ""a294"",id: ""294""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1153"",id: ""1153"",value: ""' 411 park ave. s between 28th and 29th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1153"",id: ""1153"",value: ""' 411 park ave. s between 28th and 29th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1152"",id: ""1152"",value: ""' 507 columbus ave. between 84th and 85th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/875 -1993"",name: ""` le select '"",cuisine: ""american"",label: ""a293"",id: ""293""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1152"",id: ""1152"",value: ""' 507 columbus ave. between 84th and 85th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1152"",id: ""1152"",value: ""' 507 columbus ave. between 84th and 85th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1151"",id: ""1151"",value: ""' 405 e. 52nd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/755 -6244"",name: ""` le perigord '"",cuisine: ""french"",label: ""a292"",id: ""292""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1151"",id: ""1151"",value: ""' 405 e. 52nd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1151"",id: ""1151"",value: ""' 405 e. 52nd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1150"",id: ""1150"",value: ""' 150 w. 46th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/869 -0900"",name: ""` le marais '"",cuisine: ""american"",label: ""a291"",id: ""291""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1150"",id: ""1150"",value: ""' 150 w. 46th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1150"",id: ""1150"",value: ""' 150 w. 46th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1149"",id: ""1149"",value: ""' 168 w. 18th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/727 -8022"",name: ""` le madri '"",cuisine: ""italian"",label: ""a290"",id: ""290""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1149"",id: ""1149"",value: ""' 168 w. 18th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1149"",id: ""1149"",value: ""' 168 w. 18th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1148"",id: ""1148"",value: ""'25 cleveland pl . near spring st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/343 -9599"",name: ""` le jardin '"",cuisine: ""french"",label: ""a289"",id: ""289""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1148"",id: ""1148"",value: ""'25 cleveland pl . near spring st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1148"",id: ""1148"",value: ""'25 cleveland pl . near spring st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1147"",id: ""1147"",value: ""'50 macdougal st. between houston and prince sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/254 -4678"",name: ""` le gamin '"",cuisine: ""` coffee bar '"",label: ""a288"",id: ""288""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1147"",id: ""1147"",value: ""'50 macdougal st. between houston and prince sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1147"",id: ""1147"",value: ""'50 macdougal st. between houston and prince sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1146"",id: ""1146"",value: ""' 149 e. 57th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""' 212 / 752-0808 '"",name: ""` le colonial '"",cuisine: ""asian"",id: ""287"",label: ""a287""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1146"",id: ""1146"",value: ""' 149 e. 57th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1146"",id: ""1146"",value: ""' 149 e. 57th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1145"",id: ""1145"",value: ""' 106 e. 57th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/751 -2931"",name: ""` le chantilly '"",cuisine: ""french"",label: ""a286"",id: ""286""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1145"",id: ""1145"",value: ""' 106 e. 57th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1145"",id: ""1145"",value: ""' 106 e. 57th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1144"",id: ""1144"",value: ""' 211 w. broadway at franklin st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/431 -0700"",name: ""layla"",cuisine: ""` middle eastern '"",id: ""285"",label: ""a285""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1144"",id: ""1144"",value: ""' 211 w. broadway at franklin st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1144"",id: ""1144"",value: ""' 211 w. broadway at franklin st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1143"",id: ""1143"",value: ""' 361 w. 46th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/315 -0980"",name: ""` lattanzi ristorante '"",cuisine: ""italian"",label: ""a284"",id: ""284""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1143"",id: ""1143"",value: ""' 361 w. 46th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1143"",id: ""1143"",value: ""' 361 w. 46th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1142"",id: ""1142"",value: ""' 168 1st ave. between 10th and 11th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/674 -7014"",name: ""` lanza restaurant '"",cuisine: ""italian"",label: ""a283"",id: ""283""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1142"",id: ""1142"",value: ""' 168 1st ave. between 10th and 11th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1142"",id: ""1142"",value: ""' 168 1st ave. between 10th and 11th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1141"",id: ""1141"",value: ""' 4 w. 49th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/247 -2993"",name: ""` la reserve '"",cuisine: ""french"",label: ""a282"",id: ""282""})"
